"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060537","GO:0060537","muscle tissue development","44/1152","433/18870",0.000640289517289255,0.0132645028413231,0.0104373641817319,"TGFB2/ATF3/TNNT2/RGS4/OSR1/DNER/SLC8A1/ADAMTS9/HOPX/NKX2-5/EGR1/EDN1/GJA1/CITED2/CAV1/XK/G6PD/EYA1/NOTCH1/MYORG/BARX2/KCNJ11/DKK1/ANKRD1/NEURL1/PKP2/POU4F1/SGCG/GJB6/BMP4/HCN4/ALPK3/DLL4/FOXC2/NUPR1/SOX9/NOG/HLF/MYOM1/BMP2/BMP7/RYR1/MYH14/LARGE1",44
"GO:0003014","GO:0003014","renal system process","18/1152","126/18870",0.000640573677427099,0.0132645028413231,0.0104373641817319,"BTC/NPR3/EDN1/ATP6V0A4/CLDN4/STC1/AQP3/PCSK5/MCAM/AKR1C3/PTPRO/TMEM63C/BMP4/SCNN1B/HSD11B2/MYO5B/CYP4F12/PDGFB",18
"GO:0061436","GO:0061436","establishment of skin barrier","8/1152","33/18870",0.000663206956880509,0.013631221702753,0.0107259221740548,"GRHL3/KDF1/ABCA12/CLDN4/KLF4/FA2H/ALOX12B/KRT16",8
"GO:0006986","GO:0006986","response to unfolded protein","19/1152","137/18870",0.000667027346257462,0.013631221702753,0.0107259221740548,"ATF3/CTH/HSPA6/PARP8/CREBRF/HSPA1A/PRKN/AGR2/DNAJB9/BHLHA15/HSPA8/CCND1/DDIT3/SERP2/HSP90AA1/THBS1/ERN1/FGF21/PPP1R15A",19
"GO:0070613","GO:0070613","regulation of protein processing","12/1152","67/18870",0.000667824801434319,0.013631221702753,0.0107259221740548,"S100A10/ENO1/SERPINE1/PLAT/GAS1/CARD16/ADAM8/LRRK2/THBS1/ANXA2/CCBE1/HPN",12
"GO:0060562","GO:0060562","epithelial tube morphogenesis","36/1152","334/18870",0.000669251332780888,0.013631221702753,0.0107259221740548,"TGFB2/WNT4/GRHL3/VANGL2/OSR1/GDF7/KDR/HHIP/ADAMTS12/NKX2-5/EDN1/CITED2/PRKX/MAGED1/DLC1/EYA1/GRHL2/NOTCH1/ST14/NRP1/STOX1/SPRY2/COL4A1/STARD13/BMP4/DLL4/FOXC2/FZD2/SOX9/NOG/BMP2/SALL4/BMP7/RASIP1/TMEM59L/CELSR1",36
"GO:0008543","GO:0008543","fibroblast growth factor receptor signaling pathway","14/1152","86/18870",0.000674210192807964,0.013631221702753,0.0107259221740548,"WNT4/GALNT3/FGFBP1/HHIP/FGFR3/CCN2/APLN/SPRY2/SHISA2/FLRT2/THBS1/NGFR/NOG/FGF21",14
"GO:0009187","GO:0009187","cyclic nucleotide metabolic process","9/1152","41/18870",0.000677223273947313,0.013631221702753,0.0107259221740548,"PDE4B/GUCY1B1/PDE10A/ADCY1/PDE2A/GUCY1A2/PTHLH/RORA/PDE9A",9
"GO:1903115","GO:1903115","regulation of actin filament-based movement","9/1152","41/18870",0.000677223273947313,0.013631221702753,0.0107259221740548,"PDE4B/ANK2/CAV1/FGF13/STC1/PKP2/HCN4/KCNJ2/DSC2",9
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","35/1152","322/18870",0.000678307212898652,0.013631221702753,0.0107259221740548,"TNFSF4/IL1RL2/IL1A/CHST2/TFRC/IL15/FGB/FGA/FGG/IL7R/ADAM19/CD74/HAVCR2/CITED2/GCNT2/ACTB/CAV1/SYK/CD274/PDCD1LG2/THY1/RAG1/ADAM8/ALOX5/PRKCQ/TNFSF13B/CORO1A/NOD2/BMP7/SOX12/EBI3/FUT3/TNFRSF13C/LGALS1/ITGB2",35
"GO:0051047","GO:0051047","positive regulation of secretion","34/1152","310/18870",0.000685379785958042,0.0136862819564128,0.0107692471238294,"TGFB2/CHRM3/S100A10/S100A8/RAPGEF4/IL1A/GPR27/ILDR1/GATA2/VEGFC/TLR2/FGB/FGA/FGG/EDN1/TREM2/SCIN/ACHE/SYK/TLR4/SYT7/ANKRD1/ADAM8/ANXA2/ITGAM/ALOX12B/C1QTNF1/UNC13D/MYOM1/BMP2/KCNB1/PLCB1/ABCG1/ITGB2",34
"GO:0002042","GO:0002042","cell migration involved in sprouting angiogenesis","15/1152","96/18870",0.000687051278922815,0.0136862819564128,0.0107692471238294,"PIK3R3/ROBO1/GATA2/FGFBP1/KDR/PLK2/SRPX2/KLF4/NOTCH1/NRP1/STARD13/THBS1/DLL4/FOXC2/HMOX1",15
"GO:0006937","GO:0006937","regulation of muscle contraction","22/1152","170/18870",0.000688586348890396,0.0136862819564128,0.0107692471238294,"CHRM3/TNNT2/PDE4B/ENO1/SLC8A1/ANK2/NKX2-5/ANXA6/EDN1/CAV1/DOCK4/FGF13/STC1/KCNB2/TMEM38B/TNNT3/TRPV4/PKP2/HSP90AA1/HCN4/KCNJ2/DSC2",22
"GO:0010885","GO:0010885","regulation of cholesterol storage","6/1152","19/18870",0.000695748453182072,0.0137284278117013,0.0108024101941427,"APOB/TREM2/CD36/ABCA1/EHD1/ABCG1",6
"GO:0071625","GO:0071625","vocalization behavior","6/1152","19/18870",0.000695748453182072,0.0137284278117013,0.0108024101941427,"CNTNAP2/NLGN4X/SRPX2/MYH14/NLGN4Y/SHANK3",6
"GO:0003231","GO:0003231","cardiac ventricle development","18/1152","127/18870",0.000704677021936821,0.013822788374395,0.0108766591553747,"TGFB2/TNNT2/ROBO1/NPY2R/NKX2-5/SLIT3/CITED2/GRHL2/NOTCH1/PDE2A/PKP2/POU4F1/BMP4/DLL4/FOXC2/FZD2/NOG/SALL4",18
"GO:0007160","GO:0007160","cell-matrix adhesion","28/1152","239/18870",0.000713920196020736,0.013822788374395,0.0108766591553747,"S100A10/WNT4/FN1/ADAMTS9/APOD/BST1/KDR/FGB/FGA/FGG/ADAMTS12/CCN2/SERPINE1/CD36/EDA/GPM6B/DLC1/ECM2/THY1/NRP1/ITGBL1/THBS1/ITGAM/ONECUT2/COL5A3/CAMSAP3/FUT1/ITGB2",28
"GO:0015838","GO:0015838","amino-acid betaine transport","5/1152","13/18870",0.000715759515530553,0.013822788374395,0.0108766591553747,"SLC22A15/SLC6A20/SLC22A4/SLC6A14/SLC16A9",5
"GO:0038180","GO:0038180","nerve growth factor signaling pathway","5/1152","13/18870",0.000715759515530553,0.013822788374395,0.0108766591553747,"NGF/NTRK1/BDNF/CORO1A/NTF4",5
"GO:0098693","GO:0098693","regulation of synaptic vesicle cycle","5/1152","13/18870",0.000715759515530553,0.013822788374395,0.0108766591553747,"RAB3B/RAPGEF4/PRKAR1B/SYN1/LPAR1",5
"GO:1904748","GO:1904748","regulation of apoptotic process involved in development","5/1152","13/18870",0.000715759515530553,0.013822788374395,0.0108766591553747,"TNFRSF1B/TGFB2/NOTCH1/FOXC2/BMP7",5
"GO:0044706","GO:0044706","multi-multicellular organism process","26/1152","216/18870",0.000726574880148593,0.0139820734886546,0.0110019949305744,"WNT4/HPGD/HAVCR2/EDN1/GJA1/CITED2/CNR1/CLDN4/PTN/LDOC1/TIMP1/STC1/PAPPA/RLN1/PCSK5/FOSL1/UCP2/HMX3/PTHLH/ARHGDIB/GJB2/CYP1A1/TPPP3/HSD11B2/PLA2G4C/SLC19A1",26
"GO:0071280","GO:0071280","cellular response to copper ion","7/1152","26/18870",0.000730801256450243,0.0140138860655916,0.0110270271127092,"CYP1A1/MT2A/MT1E/MT1M/MT1A/MT1X/MT1G",7
"GO:0030856","GO:0030856","regulation of epithelial cell differentiation","22/1152","171/18870",0.000745769470357587,0.0142507387212892,0.0112133980196703,"KDF1/OSR1/XDH/ABCA12/IL1A/ZBED2/SERPINE1/CAV1/PRKX/GRHL2/ESRP1/NOTCH1/AQP3/S1PR3/CCND1/SPRY2/BMP4/SOX9/BMP2/PLCB1/BMP7/CEACAM1",22
"GO:0061082","GO:0061082","myeloid leukocyte cytokine production","10/1152","50/18870",0.000756193309995987,0.0143492291506556,0.0112908966256874,"TGFB2/SPON2/CD74/CD36/SYK/TLR4/SEMA7A/GPRC5B/NOD2/AXL",10
"GO:0089718","GO:0089718","amino acid import across plasma membrane","10/1152","50/18870",0.000756193309995987,0.0143492291506556,0.0112908966256874,"SLC6A9/RGS4/PER2/SLC6A20/SLC7A11/SLC22A4/SLC6A14/SLC38A5/SLC38A4/SLC7A8",10
"GO:0001755","GO:0001755","neural crest cell migration","11/1152","59/18870",0.000780702078171944,0.0147117768779391,0.0115761725013221,"SEMA4A/FN1/SEMA3B/PITX2/ANXA6/EDN1/SEMA3A/NRP1/BMP4/SEMA7A/BMP7",11
"GO:2000107","GO:2000107","negative regulation of leukocyte apoptotic process","11/1152","59/18870",0.000780702078171944,0.0147117768779391,0.0115761725013221,"MERTK/HCLS1/IL7R/CD74/RAG1/IRF7/PRKCQ/BMP4/NOD2/AXL/HSH2D",11
"GO:0008277","GO:0008277","regulation of G protein-coupled receptor signaling pathway","19/1152","139/18870",0.000798523293303619,0.0149957167425225,0.0117995946534992,"RGS5/PDE4B/RGS16/RGS4/PLEK/GPR27/MGLL/EDN1/HTR1B/APLN/GPRASP1/PHF24/RGS3/TUB/HOMER2/PLCB1/KLK5/KLK6/GRK3",19
"GO:0051017","GO:0051017","actin filament bundle assembly","21/1152","161/18870",0.000813187673016018,0.015061353494519,0.0118512418725838,"ARHGEF10L/S100A10/WNT4/ESPN/PLEK/PTGER4/MARCKS/CCN2/PRKN/FSCN1/DLC1/AIF1L/LPAR1/NRP1/PDLIM1/RAPGEF3/SPIRE2/FHOD1/PPM1E/BAIAP2L2/SHANK3",21
"GO:0002274","GO:0002274","myeloid leukocyte activation","28/1152","241/18870",0.000813627460890593,0.015061353494519,0.0118512418725838,"S100A12/IL1RL1/FN1/GATA2/IL15/TLR2/CAMK4/CD74/TSLP/HAVCR2/IL31RA/TREM2/CNR1/SYK/TLR4/GPR15LG/LRRK2/LRFN5/TMEM229B/THBS1/RORA/SCNN1B/ITGAM/MT1G/UNC13D/LDLR/CEBPA/ITGB2",28
"GO:0021983","GO:0021983","pituitary gland development","9/1152","42/18870",0.000815846360793813,0.015061353494519,0.0118512418725838,"TBX19/WNT4/GATA2/PITX2/NR0B1/LHX3/BMP4/NOG/BMP2",9
"GO:0032733","GO:0032733","positive regulation of interleukin-10 production","9/1152","42/18870",0.000815846360793813,0.015061353494519,0.0118512418725838,"TNFSF4/IL20RB/TLR2/TSLP/TREM2/SYK/CD274/TLR4/NOD2",9
"GO:0071402","GO:0071402","cellular response to lipoprotein particle stimulus","9/1152","42/18870",0.000815846360793813,0.015061353494519,0.0118512418725838,"TREM2/CD36/SYK/ABCA1/TLR4/LDLR/FGF21/ABCG1/ITGB2",9
"GO:0055117","GO:0055117","regulation of cardiac muscle contraction","13/1152","78/18870",0.000825292256433395,0.0151842622585685,0.011947954395236,"PDE4B/SLC8A1/ANK2/NKX2-5/CAV1/FGF13/STC1/TMEM38B/PKP2/HSP90AA1/HCN4/KCNJ2/DSC2",13
"GO:0071216","GO:0071216","cellular response to biotic stimulus","30/1152","265/18870",0.000828394620920128,0.0151900239243469,0.011952488044536,"TNFRSF1B/TNFSF4/IL24/PDE4B/CMPK2/IL1A/TLR2/SPON2/HAVCR2/TREM2/SERPINE1/CD36/LDOC1/TRIB1/SYK/ABCA1/NOTCH1/ASS1/CD274/PDCD1LG2/TLR4/CARD16/ANKRD1/DDIT3/NOD2/MAP2K3/CSF3/PLSCR3/PPM1E/AXL",30
"GO:0010977","GO:0010977","negative regulation of neuron projection development","19/1152","140/18870",0.000872227130690554,0.0159400971602039,0.0125426939210217,"SEMA4A/TRIM46/DRAXIN/SEMA3B/NR2F1/SEMA3A/FGF13/LPAR1/RTN4RL2/THY1/NRP1/DKK1/PTPRO/TRPV4/LRRK2/NEO1/SEMA7A/RTN4RL1/WNT3",19
"GO:0051402","GO:0051402","neuron apoptotic process","31/1152","278/18870",0.00088040505426856,0.0159639623107538,0.0125614725567928,"TGFB2/NGF/DRAXIN/PCSK9/NTRK1/KDR/EGR1/RETREG1/FOXQ1/TREM2/PRKN/G6PD/NEFL/ANGPT1/BDNF/UCP2/CCND1/NRP1/DKK1/ADAM8/UNC5B/TUBA1A/DDIT3/POU4F1/NUPR1/CORO1A/NGFR/NLRP1/KCNB1/AXL/NTF4",31
"GO:0034976","GO:0034976","response to endoplasmic reticulum stress","30/1152","266/18870",0.000880630145059108,0.0159639623107538,0.0125614725567928,"NIBAN1/ATF3/CTH/CLGN/PARP8/MARCKS/HSPA1A/PRKN/AGR2/DNAJB9/CAV1/BHLHA15/SRPX/SVIP/CCND1/ALOX5/TMEM117/LRRK2/DDIT3/SERP2/THBS1/RASGRF1/NUPR1/NOD2/ERN1/TRIB3/NCCRP1/CALR3/FGF21/PPP1R15A",30
"GO:0035148","GO:0035148","tube formation","20/1152","151/18870",0.000882326965761458,0.0159639623107538,0.0125614725567928,"TGFB2/WNT4/GRHL3/VANGL2/OSR1/GDF7/CITED2/EDA/DLC1/GRHL2/NOTCH1/ST14/BMP4/FZD2/SOX9/NOG/TGM2/SALL4/BMP7/CELSR1",20
"GO:0071692","GO:0071692","protein localization to extracellular region","39/1152","377/18870",0.000905704035576339,0.0163326628402276,0.0128515898530194,"RAB3B/TGFB2/CHRM3/RAPGEF4/ABCA12/RSAD2/IRS1/IL1RN/IL1A/PLEK/PER2/GPR27/VEGFC/TLR2/FGB/FGA/FGG/FBN2/TREM2/CNR1/PRKN/ACHE/RIMS2/ABCA1/TLR4/PCSK5/SYT7/UCP2/KCNJ11/ANKRD1/ADAM8/ALOX5/LTBP2/NEO1/MYOM1/KCNB1/PLCB1/GNAZ/ABCG1",39
"GO:0010594","GO:0010594","regulation of endothelial cell migration","27/1152","231/18870",0.000912136754752621,0.0163943787669398,0.0129001519145316,"SEMA4A/WNT7A/ADAMTS9/GATA2/VEGFC/FGFBP1/KDR/PLK2/EDN1/PTN/SRPX2/TMSB4X/STC1/ANGPT1/KLF4/NOTCH1/NRP1/STARD13/THBS1/DLL4/FOXC2/MAP2K3/CCBE1/CEACAM1/FUT1/PDGFB/HMOX1",27
"GO:0010595","GO:0010595","positive regulation of endothelial cell migration","18/1152","130/18870",0.000931053603038188,0.0166423992581164,0.0130953103929087,"WNT7A/GATA2/VEGFC/FGFBP1/KDR/PLK2/EDN1/SRPX2/TMSB4X/ANGPT1/NRP1/THBS1/FOXC2/MAP2K3/CCBE1/FUT1/PDGFB/HMOX1",18
"GO:0021536","GO:0021536","diencephalon development","13/1152","79/18870",0.000933666300164633,0.0166423992581164,0.0130953103929087,"TBX19/WNT4/GATA2/PITX2/CNTNAP2/NR0B1/LHX3/NRP1/POU4F1/BMP4/NOG/HAP1/BMP2",13
"GO:0060384","GO:0060384","innervation","7/1152","27/18870",0.000935103594010945,0.0166423992581164,0.0130953103929087,"NTRK1/EDN1/SEMA3A/NRP1/POU4F1/SLITRK6/NTF4",7
"GO:0006942","GO:0006942","regulation of striated muscle contraction","15/1152","99/18870",0.000953483179388864,0.016914041204995,0.013309055752273,"PDE4B/SLC8A1/ANK2/NKX2-5/CAV1/FGF13/STC1/TMEM38B/TNNT3/TRPV4/PKP2/HSP90AA1/HCN4/KCNJ2/DSC2",15
"GO:0034620","GO:0034620","cellular response to unfolded protein","14/1152","89/18870",0.000956578165835192,0.016914041204995,0.013309055752273,"ATF3/CTH/PARP8/HSPA1A/PRKN/AGR2/DNAJB9/BHLHA15/CCND1/DDIT3/SERP2/ERN1/FGF21/PPP1R15A",14
"GO:0001654","GO:0001654","eye development","40/1152","391/18870",0.00097122729782166,0.017103085642047,0.0134578080771543,"BCAR3/TGFB2/GRHL3/EFEMP1/COL5A2/PRSS56/MERTK/WNT7A/COL8A1/SLC7A11/BMPR1B/KDR/PITX2/PDE6A/FBN2/CITED2/ACHE/ABCB5/GRHL2/KLF4/RORB/LAMC3/NOTCH1/FJX1/TUB/MYO7A/THY1/NRP1/SPRY2/SLITRK6/COL4A1/BMP4/NRL/CYP1A1/DLL4/FOXC2/SOX9/MYOM1/BMP7/LARGE1",40
"GO:0003176","GO:0003176","aortic valve development","9/1152","43/18870",0.000976691082386453,0.017103085642047,0.0134578080771543,"TNFRSF1B/ROBO1/NKX2-5/SLIT3/NOTCH1/BMP4/DLL4/SOX9/BMP2",9
"GO:0060412","GO:0060412","ventricular septum morphogenesis","9/1152","43/18870",0.000976691082386453,0.017103085642047,0.0134578080771543,"TGFB2/ROBO1/NKX2-5/SLIT3/CITED2/NOTCH1/BMP4/FZD2/NOG",9
"GO:0051091","GO:0051091","positive regulation of DNA-binding transcription factor activity","28/1152","244/18870",0.000985950367124978,0.01715490638774,0.0134985839736532,"LRP8/CRNN/DDR2/S100A12/S100A8/NTRK1/HCLS1/TFRC/TLR2/EDN1/HSPA1A/HSPA1B/ADCY1/CD36/CAV1/EDA/TLR4/CARD16/TRIM22/ARID5B/ADAM8/PRKCQ/DDIT3/NOD2/FZD2/CSF3/BMP2/CEBPG",28
"GO:0060560","GO:0060560","developmental growth involved in morphogenesis","28/1152","244/18870",0.000985950367124978,0.01715490638774,0.0134985839736532,"NGF/CRABP2/SEMA4A/TRIM46/DRAXIN/FN1/SEMA3B/SLIT3/EDN1/PRKN/SEMA3A/NRCAM/AUTS2/FGF13/RIMS2/NOTCH1/BDNF/NRP1/SPRY2/BMP4/HSP90AA1/PAK6/SEMA7A/SOX9/RNF157/RND2/WNT3/UNC13A",28
"GO:0007565","GO:0007565","female pregnancy","23/1152","186/18870",0.000993587968101868,0.0172327390900725,0.0135598277510651,"WNT4/HPGD/HAVCR2/GJA1/CITED2/CNR1/CLDN4/PTN/LDOC1/TIMP1/STC1/PAPPA/RLN1/PCSK5/FOSL1/UCP2/HMX3/PTHLH/ARHGDIB/GJB2/TPPP3/HSD11B2/SLC19A1",23
"GO:0050922","GO:0050922","negative regulation of chemotaxis","12/1152","70/18870",0.00100113102947858,0.017271159379923,0.0135900593068145,"PADI2/SEMA4A/SEMA3B/ROBO1/SEMA3A/NOTCH1/C5/NRP1/PTPRO/THBS1/SEMA7A/WNT3",12
"GO:0030224","GO:0030224","monocyte differentiation","8/1152","35/18870",0.00100848855725588,0.017271159379923,0.0135900593068145,"INPP5D/CD74/IL31RA/IRF7/BMP4/MT1G/FASN/ZBTB46",8
"GO:0061081","GO:0061081","positive regulation of myeloid leukocyte cytokine production involved in immune response","8/1152","35/18870",0.00100848855725588,0.017271159379923,0.0135900593068145,"SPON2/CD74/CD36/SYK/TLR4/SEMA7A/GPRC5B/NOD2",8
"GO:0090050","GO:0090050","positive regulation of cell migration involved in sprouting angiogenesis","8/1152","35/18870",0.00100848855725588,0.017271159379923,0.0135900593068145,"GATA2/FGFBP1/KDR/PLK2/SRPX2/NRP1/FOXC2/HMOX1",8
"GO:0043405","GO:0043405","regulation of MAP kinase activity","19/1152","142/18870",0.00103726911844541,0.0176151468831876,0.013860730804155,"S100A12/TRIB2/ROBO1/EDN1/TRIB1/TLR4/SORL1/DKK1/ADAM8/LRRK2/FZD10/SPRY2/THBS1/NOD2/ERN1/BMP2/TRIB3/MAP3K10/PDGFB",19
"GO:0003197","GO:0003197","endocardial cushion development","10/1152","52/18870",0.00104249432920076,0.0176151468831876,0.013860730804155,"TGFB2/ROBO1/CITED2/NOTCH1/DKK1/BMP4/SOX9/NOG/BMP2/BMP7",10
"GO:0055008","GO:0055008","cardiac muscle tissue morphogenesis","11/1152","61/18870",0.00104317177620527,0.0176151468831876,0.013860730804155,"TGFB2/TNNT2/NKX2-5/NOTCH1/ANKRD1/PKP2/POU4F1/DLL4/FOXC2/NOG/BMP2",11
"GO:2000351","GO:2000351","regulation of endothelial cell apoptotic process","11/1152","61/18870",0.00104317177620527,0.0176151468831876,0.013860730804155,"GATA2/KDR/FGB/FGA/FGG/SERPINE1/ANGPT1/AKR1C3/THBS1/FGF21/ANGPTL4",11
"GO:0016485","GO:0016485","protein processing","28/1152","245/18870",0.00105005164362803,0.0176151468831876,0.013860730804155,"F3/S100A10/ERO1B/PCSK9/ENO1/FGB/FGA/FGG/ADAM19/SERPINE1/AEBP1/MMP16/PLAT/GAS1/PCSK5/TMPRSS4/CARD16/SRGN/ADAM8/MYRFL/LRRK2/THBS1/ANXA2/CCBE1/MAFB/HPN/KLK13/KLK6",28
"GO:0042742","GO:0042742","defense response to bacterium","35/1152","330/18870",0.00105019472955452,0.0176151468831876,0.013860730804155,"GBP4/SPRR2A/H2BC21/PGLYRP3/PGLYRP4/S100A12/S100A8/TLR2/FGB/FGA/SPON2/IL7R/HAVCR2/TREM2/SERPINE1/CD36/SYK/LCN2/IFNE/TLR4/DMBT1/GPR15LG/OAS1/OAS2/IGHG1/IGHG3/IGHG4/SCNN1B/NOD2/NLRP1/WFDC12/PI3/KLK5/KLK7/MIAT",35
"GO:0090049","GO:0090049","regulation of cell migration involved in sprouting angiogenesis","13/1152","80/18870",0.00105370508578172,0.0176151468831876,0.013860730804155,"GATA2/FGFBP1/KDR/PLK2/SRPX2/KLF4/NOTCH1/NRP1/STARD13/THBS1/DLL4/FOXC2/HMOX1",13
"GO:0003018","GO:0003018","vascular process in circulatory system","30/1152","269/18870",0.00105499384745908,0.0176151468831876,0.013860730804155,"CHRM3/SLC6A9/SLC8A1/PER2/GRIP2/TFRC/SLC6A20/FGB/FGA/FGG/EDN1/AKAP12/HTR1B/CD36/CAV1/SLC29A4/DOCK4/SLC38A5/PTP4A3/ANGPT1/PDE2A/SMTNL1/SLC2A13/TRPV4/SLC7A8/SCNN1B/FOXC2/TJP3/CEACAM1/SLC19A1",30
"GO:0034116","GO:0034116","positive regulation of heterotypic cell-cell adhesion","5/1152","14/18870",0.00105768509563025,0.0176151468831876,0.013860730804155,"FGB/FGA/FGG/GCNT2/BMP7",5
"GO:0007589","GO:0007589","body fluid secretion","14/1152","90/18870",0.00107041729831329,0.0177728433128481,0.0139848165001072,"CHRM3/XDH/EDN1/GUCA1B/AGR2/CAV1/APLN/CEL/MUC2/CCND1/NEURL1/OAS2/SCNN1B/ALOX12B",14
"GO:0009306","GO:0009306","protein secretion","38/1152","368/18870",0.00108223777873095,0.0179144891883549,0.0140962725874698,"RAB3B/TGFB2/CHRM3/RAPGEF4/ABCA12/RSAD2/IRS1/IL1RN/IL1A/PLEK/PER2/GPR27/VEGFC/TLR2/FGB/FGA/FGG/TREM2/CNR1/PRKN/ACHE/RIMS2/ABCA1/TLR4/PCSK5/SYT7/UCP2/KCNJ11/ANKRD1/ADAM8/ALOX5/LTBP2/NEO1/MYOM1/KCNB1/PLCB1/GNAZ/ABCG1",38
"GO:0010634","GO:0010634","positive regulation of epithelial cell migration","22/1152","176/18870",0.00109754035990343,0.0181127418182852,0.0142522705108991,"TGFB2/WNT7A/HYAL1/GATA2/VEGFC/FGFBP1/KDR/PLK2/HBEGF/EDN1/SRPX2/TMSB4X/ANGPT1/NRP1/THBS1/FOXC2/MAP2K3/SOX9/CCBE1/FUT1/PDGFB/HMOX1",22
"GO:0042476","GO:0042476","odontogenesis","18/1152","132/18870",0.00111427027177291,0.018292029007902,0.0143933452057848,"TGFB2/CSF3R/OSR1/WNT10A/PITX2/EDN1/SERPINE1/SNX10/EDA/AQP3/BMP4/SP6/NGFR/DLX3/APCDD1/BMP2/BMP7/KLK5",18
"GO:0048863","GO:0048863","stem cell differentiation","28/1152","246/18870",0.00111774450190512,0.018292029007902,0.0143933452057848,"TGFB2/SEMA4A/OSR1/WNT10A/FN1/ZFP36L2/WNT7A/SEMA3B/PITX2/NKX2-5/ANXA6/EDN1/CITED2/SEMA3A/PTN/NOTCH1/NRP1/HMGA2/BMP4/ESRRB/SEMA7A/FOXC2/SOX9/NOG/WNT3/CDH2/BMP7/SLC4A11",28
"GO:0061572","GO:0061572","actin filament bundle organization","21/1152","165/18870",0.00111848065729551,0.018292029007902,0.0143933452057848,"ARHGEF10L/S100A10/WNT4/ESPN/PLEK/PTGER4/MARCKS/CCN2/PRKN/FSCN1/DLC1/AIF1L/LPAR1/NRP1/PDLIM1/RAPGEF3/SPIRE2/FHOD1/PPM1E/BAIAP2L2/SHANK3",21
"GO:0007229","GO:0007229","integrin-mediated signaling pathway","16/1152","111/18870",0.00113575072595854,0.0184621405223327,0.0145271998891347,"VAV3/FN1/PLEK/BST1/FYB1/CCN2/PTN/TIMP1/SYK/THY1/NRP1/ITGBL1/SEMA7A/ITGAM/CEACAM1/ITGB2",16
"GO:0035592","GO:0035592","establishment of protein localization to extracellular region","38/1152","369/18870",0.00113754524965775,0.0184621405223327,0.0145271998891347,"RAB3B/TGFB2/CHRM3/RAPGEF4/ABCA12/RSAD2/IRS1/IL1RN/IL1A/PLEK/PER2/GPR27/VEGFC/TLR2/FGB/FGA/FGG/TREM2/CNR1/PRKN/ACHE/RIMS2/ABCA1/TLR4/PCSK5/SYT7/UCP2/KCNJ11/ANKRD1/ADAM8/ALOX5/LTBP2/NEO1/MYOM1/KCNB1/PLCB1/GNAZ/ABCG1",38
"GO:1903317","GO:1903317","regulation of protein maturation","12/1152","71/18870",0.0011390523715578,0.0184621405223327,0.0145271998891347,"S100A10/ENO1/SERPINE1/PLAT/GAS1/CARD16/ADAM8/LRRK2/THBS1/ANXA2/CCBE1/HPN",12
"GO:0048562","GO:0048562","embryonic organ morphogenesis","32/1152","295/18870",0.00116577824000235,0.0188392531010469,0.0148239363268767,"GRHL3/KCNQ4/VANGL2/OSR1/EFEMP1/HYAL1/TMIE/GATA2/NKX2-5/FBN2/EDN1/CITED2/INSIG1/MMP16/EYA1/GRHL2/NOTCH1/MYO7A/HMX3/STOX1/SPRY2/SLITRK6/GJB6/BMP4/FOXC2/FZD2/SOX9/NOG/HOXB9/BMP7/MAFB/HPN",32
"GO:0048738","GO:0048738","cardiac muscle tissue development","28/1152","247/18870",0.00118919395851113,0.0190915542569744,0.0150224631076682,"TGFB2/TNNT2/RGS4/SLC8A1/ADAMTS9/HOPX/NKX2-5/EDN1/GJA1/CITED2/G6PD/NOTCH1/KCNJ11/DKK1/ANKRD1/PKP2/POU4F1/SGCG/GJB6/BMP4/HCN4/ALPK3/DLL4/FOXC2/NOG/BMP2/BMP7/LARGE1",28
"GO:0090257","GO:0090257","regulation of muscle system process","28/1152","247/18870",0.00118919395851113,0.0190915542569744,0.0150224631076682,"TNFRSF1B/CHRM3/TNNT2/PDE4B/ENO1/RGS4/SLC8A1/TRPC3/ANK2/NKX2-5/ANXA6/EDN1/CAV1/DOCK4/G6PD/FGF13/STC1/KCNB2/TMEM38B/NOTCH1/TNNT3/TRPV4/PKP2/HSP90AA1/HCN4/KCNJ2/DSC2/PDE9A",28
"GO:0032535","GO:0032535","regulation of cellular component size","38/1152","370/18870",0.00119531513866644,0.0190915542569744,0.0150224631076682,"RAB3B/KANK4/VAV3/NGF/CRABP2/SEMA4A/TRIM46/DRAXIN/TMSB10/FN1/PLEK/WNT7A/SEMA3B/HCLS1/IL7R/PRR16/EDN1/SCIN/SEMA3A/NRCAM/XK/MSN/TMSB4X/FGF13/NEFL/BDNF/NRP1/TRPV4/SPTB/HSP90AA1/SEMA7A/CORO1A/CSF3/RND2/WNT3/PPP1R15A/BAIAP2L2/SHANK3",38
"GO:0097006","GO:0097006","regulation of plasma lipoprotein particle levels","14/1152","91/18870",0.00119541314756303,0.0190915542569744,0.0150224631076682,"PCSK9/APOB/TREM2/CD36/ABCA1/PCSK5/EHD1/DGAT2/ANXA2/CES3/LDLR/FGF21/HMOX1/ABCG1",14
"GO:1903053","GO:1903053","regulation of extracellular matrix organization","11/1152","62/18870",0.00119943428337559,0.0190997634715307,0.015028922645805,"TNFRSF1B/DDR2/FAP/PRDM5/FSCN1/AEBP1/NOTCH1/ZNF469/SOX9/BMP2/CHADL",11
